api_name,text_clean
SetWrapperStrength,Sets whether the managed object holds a strong or a weak reference to the COM+ context.
SetWriterByIndex,Replaces the metadata writer at the specified index location.
SetWriterFailure,indicates that this writer has encountered an error condition and sets an error condition.
SetWriterFailureEx,Sets extended error information to indicate that the writer has encountered a problem with participating in a VSS operation.
SetWriteSpeed,Sets the write speed of the disc recorder. 
SetXml,Sets the property values of those properties included in the XML. 
SetZoomBoundaries,Specifies the minimum and maximum boundaries for zoom.
SfcGetNextProtectedFile,Retrieves the complete list of protected files.
SfcIsFileProtected,Determines whether the specified file is protected.
SfcIsKeyProtected,Determines whether the specified registry key is protected.
SHAddDefaultPropertiesByExt,Adds default properties to the property store as registered for the specified file extension.
SHAddFolderPathToLibrary,Adds a folder to a library.
SHAddFromPropSheetExtArray,Adds pages to a property sheet extension array created by SHCreatePropSheetExtArray.
SHAddToRecentDocs,"Notifies the system that an item has been accessed, for the purposes of tracking those items used most recently and most frequently. This function can also be used to clear all usage data."
ShaderCacheControl,Modifies the behavior of caches used internally by Direct3D or by the driver.
ShaderInstrumentationEnabled,Determines whether shader instrumentation is enabled.
SHAlloc,Allocates memory from the Shell's heap.
SHAllocShared,May be altered or unavailable.
SHAnsiToAnsi,Copies an ANSI string.
SHAnsiToUnicode,Converts a string from the ANSI code page to the Unicode code page.
SHAppBarMessage,Sends an appbar message to the system.
SharedFenceSignal,Signals a shared fence between the D3D layers and diagnostics tools.
ShareDirectory,"Shares a host directory into the container, either as read-only or supporting modification."
ShareExists,Queries whether the Users or Public folder is shared.
SharePrinters,"Shares all local printers connected to a computer, enabling them to be discovered by other computers on the network."
ShareResources,Enables the Media Engine to access protected content while in frame-server mode.
Sharpen,Creates a Sharpen object.
SHAssocEnumHandlers,Returns an enumeration object for a specified set of file name extension handlers.
SHAssocEnumHandlersForProtocolByApplication,Gets an enumeration interface that provides access to handlers associated with a given protocol.
SHAutoComplete,Instructs system edit controls to use AutoComplete to help complete URLs or file system paths.
SHBindToFolderIDListParent,"Given a Shell namespace item specified in the form of a folder, and an item identifier list relative to that folder, this function binds to the parent of the namespace item and optionally returns a pointer to the final component of the item identifier list."
SHBindToFolderIDListParentEx,Extends the SHBindToFolderIDListParent function by allowing the caller to specify a bind context.
SHBindToObject,Retrieves and binds to a specified object by using the Shell namespace IShellFolder::BindToObject method.
SHBindToParent,"Takes a pointer to a fully qualified item identifier list , and returns a specified interface pointer on the parent object."
SHBrowseForFolderA,Displays a dialog box that enables the user to select a Shell folder. 
SHBrowseForFolderW,Displays a dialog box that enables the user to select a Shell folder. 
SHChangeNotification_Lock,Locks the shared memory associated with a Shell change notification event.
SHChangeNotification_Unlock,Unlocks shared memory for a change notification.
SHChangeNotify,Notifies the system of an event that an application has performed. An application should use this function if it performs an action that may affect the Shell.
SHChangeNotifyDeregister,Unregisters the client's window process from receiving SHChangeNotify messages.
SHChangeNotifyRegister,"Registers a window to receive notifications from the file system or Shell, if the file system supports notifications."
SHChangeNotifyRegisterThread,Enables asynchronous register and deregister of a thread.
SHCloneSpecialIDList,"May be altered or unavailable. Instead, use SHGetSpecialFolderLocation."
SHCLSIDFromString,Takes the string form of a class identifier  and creates the corresponding CLSID.
SHCoCreateInstance,"May be altered or unavailable. Instead, use CoCreateInstance."
SHCopyKeyA,Recursively copies the subkeys and values of the source subkey to the destination key. SHCopyKey does not copy the security attributes of the keys. 
SHCopyKeyW,Recursively copies the subkeys and values of the source subkey to the destination key. SHCopyKey does not copy the security attributes of the keys. 
SHCreateAssociationRegistration,Creates an IApplicationAssociationRegistration object based on the stock implementation of the interface provided by Windows.
SHCreateDataObject,Creates a data object in a parent folder.
SHCreateDefaultContextMenu,Creates an object that represents the Shell's default context menu implementation.
SHCreateDefaultExtractIcon,"Creates a standard icon extractor, whose defaults can be further configured via the IDefaultExtractIconInit interface."
SHCreateDefaultPropertiesOp,Creates a file operation that sets the default properties on the Shell item that have not already been set.
SHCreateDirectory,Creates a new file system folder.
